track_id,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_id,album_name,album_release_date,album_total_tracks,album_type,track_duration_min,track_popularity_IQR,artist_popularity_IQR,artist_followers_IQR,album_total_tracks_IQR,track_duration_min_IQR,track_number_std,track_popularity_std,artist_popularity_std,artist_followers_std,album_total_tracks_std,track_duration_min_std,track_number_norm,track_popularity_norm,artist_popularity_norm,artist_followers_norm,album_total_tracks_norm,track_duration_min_norm
3EJS5LyekDim1Tf5rBFmZl,Trippy Mane (ft. Project Pat),4,0,True,Diplo,77,2812821,moombahton,5QRFnGnBeMGePBKF2xTz5z,"d00mscrvll, Vol. 1",2025-10-31,9,album,1.55,0,77,2812821.0,9.0,1.55,-0.29286492491601457,-2.1984839974282697,0.3700710011621121,-0.5580364877710132,-0.4029334144821406,-1.8364588707389007,0.0297029702970297,0.0,0.77,0.019326506242838156,0.044444444444444446,0.11011904761904763
1oQW6G2ZiwMuHqlPpP27DB,OMG!,1,0,True,Yelawolf,64,2363438,"country hip hop, southern hip hop",4SUmmwnv0xTjRcLdjczGg2,OMG!,2025-10-31,1,single,3.07,0,64,2363438.0,1.0,3.07,-0.7885328421450252,-2.1984839974282697,-0.2916805546015756,-0.5698531550188549,-1.0759693608774363,-0.3996610944581445,0.0,0.0,0.64,0.01623885745362429,0.0,0.2232142857142857
7mdkjzoIYlf1rx9EtBpGmU,Hard 2 Find,1,4,True,Riff Raff,48,193302,soundtrack,3E3zEAL8gUYWaLYB9L7gbp,Hard 2 Find,2025-10-31,1,single,2.55,4,48,193302.0,1.0,2.55,-0.7885328421450252,-2.030520428701863,-1.1061440078491913,-0.6269175633177052,-1.0759693608774363,-0.8911971758173507,0.0,0.04040404040404041,0.48,0.0013281514571147973,0.0,0.1845238095238095
67rW0Zl7oB3qEpD5YWWE5w,Still Get Like That (ft. Project Pat & Starrah),8,30,True,Diplo,77,2813710,moombahton,5QRFnGnBeMGePBKF2xTz5z,"d00mscrvll, Vol. 1",2025-10-31,9,album,1.69,30,77,2813710.0,9.0,1.69,0.368025631389333,-0.9387572319802218,0.3700710011621121,-0.5580131112365574,-0.4029334144821406,-1.7041222334498838,0.06930693069306931,0.30303030303030304,0.77,0.019332614439573705,0.044444444444444446,0.12053571428571429
15xptTfRBrjsppW0INUZjf,ride me like a harley,2,0,True,Rumelis,48,8682,dark r&b,06FDIpSHYmZAZoyuYtc7kd,come closer / ride me like a harley,2025-10-30,2,single,2.39,0,48,8682.0,2.0,2.39,-0.6233102030686883,-2.1984839974282697,-1.1061440078491913,-0.6317722042527129,-0.9918398675780244,-1.0424390470047984,0.009900990099009901,0.0,0.48,5.965282796179382e-05,0.005555555555555556,0.17261904761904762
4ccpCcZYseq8VrPMK1EDs0,BLEED,1,2,False,Minzie,46,7218,dark r&b,2NQv9p3ZQW0Ed1LB9enix8,BLEED,2025-10-30,3,single,2.76,2,46,7218.0,3.0,2.76,-0.7885328421450252,-2.1145022130650664,-1.2079519395051432,-0.631810700592919,-0.9077103742786125,-0.6926922198838251,0.0,0.020202020202020204,0.46,4.9593885306176896e-05,0.01111111111111111,0.2001488095238095
3QoQ3HqXTAjgEl9LbNMbYp,Te Procuro na Cidade,1,20,False,AZERDK,30,1657,soundtrack,1PpuOsLjPWshDLxkr0oHeU,Te Procuro na Cidade,2025-10-30,1,single,4.12,20,30,1657.0,1.0,4.12,-0.7885328421450252,-1.3586661537962377,-2.022415392752759,-0.6319569288360106,-1.0759693608774363,0.5928636852094836,0.0,0.20202020202020204,0.3,1.138501911226588e-05,0.0,0.30133928571428575
1YEZbdT417SfolPQzaoHs2,come closer,1,27,False,Rumelis,49,8802,dark r&b,06FDIpSHYmZAZoyuYtc7kd,come closer / ride me like a harley,2025-10-30,2,single,2.53,27,49,8802.0,2.0,2.53,-0.7885328421450252,-1.0647299085250266,-1.0552400420212154,-0.6317690488149911,-0.9918398675780244,-0.9101024097157817,0.0,0.27272727272727276,0.49,6.047733145815587e-05,0.005555555555555556,0.18303571428571427
4pZ949nFW5SurwzE0TSe7I,Cupido Vagabundo,1,16,False,Toni dos Anjos,6,475,soundtrack,60DLQZkzpvDvVfvEC6VOJM,Cupido Vagabundo,2025-10-30,2,single,2.92,16,24,475.0,2.0,2.92,-0.7885328421450252,-1.5266297225226442,-3.2441105726241823,-0.6319880098975704,-0.9918398675780244,-0.541450348696377,0.0,0.16161616161616163,0.06,3.263659673099754e-06,0.005555555555555556,0.21205357142857142
0L0LgwFZ7UtBnRNQvSBty6,LETâ€™S GO!,1,33,True,PsychoYP,48,154802,"nigerian drill, altÃ©, afro adura, afrobeats, afrobeat, afroswing",3ARxksm8CspGeAaZZB1v2w,LETâ€™S GO!,2025-10-28,1,single,2.4,33,48,154802.0,1.0,2.4,-0.7885328421450252,-0.812784555435417,-1.1061440078491913,-0.6279299329201199,-1.0759693608774363,-1.032986430055583,0.0,0.33333333333333337,0.48,0.001063623252031975,0.0,0.17336309523809523
5mfAZwEr4jAVDnSY0HHuyH,Stray,1,30,False,What Matters The Most,25,814,soundtrack,0DHsJaaMzbygWosCjYk37t,Stray,2025-10-25,4,single,2.49,30,25,814.0,4.0,2.49,-0.7885328421450252,-0.9387572319802218,-2.276935221892639,-0.6319790957860063,-0.8235808809792005,-0.9479128775126433,0.0,0.30303030303030304,0.25,5.592882050322527e-06,0.016666666666666666,0.1800595238095238
4V1Sh9Y2z6e8HpzNOet5rC,PAPARAZZI ARRIVE - English Ver.,1,48,False,A2O,46,13826,c-pop,54XcHEnJ2BKMOzkeRrRubu,PAPARAZZI ARRIVE,2025-10-24,14,album,2.89,48,46,13826.0,14.0,2.89,-0.7885328421450252,-0.1829211727113931,-1.2079519395051432,-0.6316369411557046,0.017714052014919275,-0.5698081995440233,0.0,0.48484848484848486,0.46,9.499654450584674e-05,0.07222222222222223,0.20982142857142858
0NZKfcua68wuZePhjp8N2I,Root of all Evil,5,65,False,Daniel Caesar,85,11137714,soundtrack,115s3YJqm6iLblABdjtgzQ,Son Of Spergy,2025-10-24,12,album,4.41,65,85,11137714.0,12.0,4.41,-0.12764228583967765,0.5309239943758339,0.7773027277859199,-0.33913080941894636,-0.15054493458390467,0.8669895767367332,0.039603960396039604,0.6565656565656566,0.85,0.07652570112067064,0.06111111111111111,0.3229166666666667
6zFWxD9hkOPAIlgWAGyQGQ,Letâ€™s Go!!,2,0,True,Ovi Jozi,17,3567,soundtrack,0liPj9Le4hvoMJQhYOi5kP,"High Risk, High Reward",2025-10-24,6,single,2.05,0,24,3567.0,6.0,2.05,-0.6233102030686883,-2.1984839974282697,-2.6841669485164465,-0.6319067047856051,-0.6553218943803766,-1.363828023278126,0.009900990099009901,0.0,0.17,2.4508366429361734e-05,0.027777777777777776,0.14732142857142855
66F6YyfnWy6cNc6bd3zl2C,MELODY - CHENYU & SHIJIE & QUCHANG,11,27,False,A2O,46,13590,c-pop,54XcHEnJ2BKMOzkeRrRubu,PAPARAZZI ARRIVE,2025-10-24,14,album,4.25,27,46,13590.0,14.0,4.25,0.8636935486183437,-1.0647299085250266,-1.2079519395051432,-0.6316431468498908,0.017714052014919275,0.715747705549285,0.09900990099009901,0.27272727272727276,0.46,9.337502096300139e-05,0.07222222222222223,0.31101190476190477
22c6Yop5YVEAhw8UG6O1W1,My Muse,2,67,True,Leon Thomas,74,735818,soundtrack,6ph5zbGAudn0EKyw3vXbXM,PHOLKS,2025-10-24,7,single,2.75,67,74,735818.0,7.0,2.75,-0.6233102030686883,0.6149057787390372,0.21735910367818417,-0.612651934558651,-0.5711924010809646,-0.7021448368330404,0.009900990099009901,0.6767676767676768,0.74,0.005055704280717716,0.03333333333333333,0.1994047619047619
0SoYN9bRGPj7qV6loQKCTO,A Real Good Bad One,1,31,False,Joe Hermes,23,1518,soundtrack,7IE6vOcDUge35P3SGJhzJk,A Real Good Bad One,2025-10-24,1,single,2.73,31,24,1518.0,1.0,2.73,-0.7885328421450252,-0.8967663397986202,-2.378743153548591,-0.6319605838847051,-1.0759693608774363,-0.7210500707314714,0.0,0.31313131313131315,0.23,1.0429969228979847e-05,0.0,0.19791666666666666
19A7srqQSXoW14muGyiHjg,BOSS - English Ver.,3,33,False,A2O,46,13826,c-pop,54XcHEnJ2BKMOzkeRrRubu,PAPARAZZI ARRIVE,2025-10-24,14,album,2.92,33,46,13826.0,14.0,2.92,-0.45808756399235145,-0.812784555435417,-1.2079519395051432,-0.6316369411557046,0.017714052014919275,-0.541450348696377,0.0198019801980198,0.33333333333333337,0.46,9.499654450584674e-05,0.07222222222222223,0.21205357142857142
0XQQpq855N5rnUsFBXo2ml,Bridges,1,11,False,Scarlett Butler,3,364,soundtrack,0urpaXU8WR1FqEEvaD1UaN,Bridges,2025-10-24,1,single,2.91,11,24,364.0,1.0,2.91,-0.7885328421450252,-1.7365841834306521,-3.3968224701081104,-0.6319909286774632,-1.0759693608774363,-0.5509029656455923,0.0,0.11111111111111112,0.03,2.5009939389648642e-06,0.0,0.2113095238095238
0nBPI5KxKOeOtr24sdGpE6,Can't Go Back,1,30,False,LEROCQUE,23,13770,soundtrack,28UXdTnzMDGwX0Lu2xi5Xo,Can't Go Back,2025-10-24,1,single,2.43,30,24,13770.0,1.0,2.43,-0.7885328421450252,-0.9387572319802218,-2.378743153548591,-0.6316384136933081,-1.0759693608774363,-1.0046285792079364,0.0,0.30303030303030304,0.23,9.461177620754445e-05,0.0,0.1755952380952381
2aMZEJZwWouRzOw2aSfKV9,Deeply Still,1,35,False,Xander Ward,35,729,soundtrack,2elo6qnwOjghfLHF1V1Fo5,Deeply Still,2025-10-24,1,single,2.91,35,35,729.0,1.0,2.91,-0.7885328421450252,-0.7288027710722138,-1.767895563612879,-0.631981330887726,-1.0759693608774363,-0.5509029656455923,0.0,0.3535353535353536,0.35000000000000003,5.008858740399413e-06,0.0,0.2113095238095238
2zzjpwG8wu3skr08m7rM6e,Eggshell Tap Dancer,1,52,False,The All-American Rejects,67,3134186,"pop punk, emo",6KhlAeMS2m3pCXpKcOH4f9,Eggshell Tap Dancer,2025-10-24,4,single,3.78,52,67,3134186.0,4.0,3.78,-0.7885328421450252,-0.014957603984986733,-0.13896865711764766,-0.5495860940754291,-0.8235808809792005,0.2714747089361562,0.0,0.5252525252525253,0.67,0.021534560960408056,0.016666666666666666,0.2760416666666667
2MbsC60IxeyJNVRRgeqH4w,Eyes on You,1,22,False,Smith & Liddle,17,543,soundtrack,4qztrns4MDwGFLHsWmFoB8,Eyes on You,2025-10-24,3,single,4.26,22,24,543.0,3.0,4.26,-0.7885328421450252,-1.2746843694330345,-2.6841669485164465,-0.6319862218161948,-0.9077103742786125,0.7252003224985003,0.0,0.22222222222222224,0.17,3.7308783210382454e-06,0.01111111111111111,0.3117559523809524
2Zq3Trov36G0TtrUt4ZklL,superstar,2,59,True,Artemas,74,1378935,soundtrack,75FM00r9Lgdi0YHv7vvzzB,LOVERCORE,2025-10-24,14,album,2.82,59,74,1378935.0,14.0,2.82,-0.6233102030686883,0.2789786412862244,0.21735910367818417,-0.59574097088083,0.017714052014919275,-0.6359765181885321,0.009900990099009901,0.595959595959596,0.74,0.009474472739633283,0.07222222222222223,0.2046130952380952
7rdHxPQimXkOcmUmsfGhxY,Trim,1,1,True,YUNG ALPO,24,166,soundtrack,2oLtKEcuXiyWnsuHIUlNTF,Trim,2025-10-24,1,single,2.62,1,24,166.0,1.0,2.62,-0.7885328421450252,-2.156493105246668,-2.3278391877206146,-0.6319961351497041,-1.0759693608774363,-0.8250288571728419,0.0,0.010101010101010102,0.24,1.1405631699674932e-06,0.0,0.18973214285714285
2H6cMXx0Kmj6XlbMx4BYi9,Trip,14,32,False,A2O,46,13826,c-pop,54XcHEnJ2BKMOzkeRrRubu,PAPARAZZI ARRIVE,2025-10-24,14,album,3.26,32,46,13826.0,14.0,3.26,1.3593614658473543,-0.8547754476170186,-1.2079519395051432,-0.6316369411557046,0.017714052014919275,-0.22006137242305,0.12871287128712872,0.32323232323232326,0.46,9.499654450584674e-05,0.07222222222222223,0.23735119047619044
6DIrsJFPypT0Z3emDKnXYd,HEARTBREAK SZN,1,32,True,PRAX,23,1982,soundtrack,5ywdzunlKaIQX3nEt0iGAk,HEARTBREAK SZN,2025-10-24,1,single,2.89,32,24,1982.0,1.0,2.89,-0.7885328421450252,-0.8547754476170186,-2.378743153548591,-0.6319483828588474,-1.0759693608774363,-0.5698081995440233,0.0,0.32323232323232326,0.23,1.361804941491308e-05,0.0,0.20982142857142858
05aYqGC8NNxr4jiHbQXLG3,Higher Vibration,1,35,False,Mark II,25,722,soundtrack,1a8W5aTsPfvsHhEG4xrdrH,Higher Vibration (feat. Aleesia),2025-10-24,2,single,2.4,35,25,722.0,2.0,2.4,-0.7885328421450252,-0.7288027710722138,-2.276935221892639,-0.6319815149549264,-0.9918398675780244,-1.032986430055583,0.0,0.3535353535353536,0.25,4.960762703111626e-06,0.005555555555555556,0.17336309523809523
0C42YiaJQyb0OExJ89bRbs,Hold On (We Are Going Home),1,34,False,Suark,32,1496,soundtrack,21HfXluFe7g9btMxurTERv,Hold On (We Are Going Home),2025-10-24,1,single,3.58,34,32,1496.0,1.0,3.58,-0.7885328421450252,-0.7707936632538154,-1.920607461096807,-0.6319611623816207,-1.0759693608774363,0.08242236995184637,0.0,0.3434343434343435,0.32,1.0278810254646804e-05,0.0,0.2611607142857143
1yLkASt2rIp9W5t3NuZrwQ,Kay,1,2,False,Vince Bello,6,84,soundtrack,7zczAwbjqQLYRHG3Dsv2CC,Kay,2025-10-24,1,single,3.85,2,24,84.0,1.0,3.85,-0.7885328421450252,-2.1145022130650664,-3.2441105726241823,-0.6319982913654807,-1.0759693608774363,0.337643027580665,0.0,0.020202020202020204,0.06,5.771524474534302e-07,0.0,0.28125
2zLnwikuCxJwMkEI8tqDN4,you never really cared,1,31,False,Anna Marx,34,1693,soundtrack,4lsCek3wJDt94Ckqt4EBe7,you never really cared,2025-10-24,1,single,2.37,31,34,1693.0,1.0,2.37,-0.7885328421450252,-0.8967663397986202,-1.818799529440855,-0.6319559822046941,-1.0759693608774363,-1.0613442809032294,0.0,0.31313131313131315,0.34,1.1632370161174493e-05,0.0,0.17113095238095238
0kWQFzHzEPtvrKnwngvWyb,Master of the Kill,1,42,False,Ana Shine,45,27570,soundtrack,3sco42g8ybU4RLqlVMurLE,Master of the Kill,2025-10-23,1,single,3.25,42,45,27570.0,1.0,3.25,-0.7885328421450252,-0.43486652580100266,-1.2588559053331192,-0.6312755383552997,-1.0759693608774363,-0.22951398937226528,0.0,0.42424242424242425,0.45,0.00018942967828917943,0.0,0.23660714285714285
5NWYu2pYfLGu3iQB08RC4m,Fool For You,1,25,False,Stray Currents,20,1073,soundtrack,26dDnkGL1FF3z1AsEBad3p,Fool For You,2025-10-22,1,single,3.07,25,24,1073.0,1.0,3.07,-0.7885328421450252,-1.1487116928882297,-2.5314550510325184,-0.6319722852995902,-1.0759693608774363,-0.3996610944581445,0.0,0.25252525252525254,0.2,7.372435429970603e-06,0.0,0.2232142857142857
4cVw1IeHrFuVS58Glolglb,blonde eyes,1,25,False,Sopperior,30,2891,soundtrack,4nqRc4Bxdhrr49RmHWkFus,orphic,2025-10-21,5,single,2.41,25,30,2891.0,5.0,2.41,-0.7885328421450252,-1.1487116928882297,-2.022415392752759,-0.6319244804181047,-0.7394513876797886,-1.0235338131063674,0.0,0.25252525252525254,0.3,1.9863663399855557e-05,0.022222222222222223,0.17410714285714285
31lp34zEvY603Xjkz2hrOo,limerence,2,13,False,Sopperior,30,2896,soundtrack,4nqRc4Bxdhrr49RmHWkFus,orphic,2025-10-21,5,single,1.48,13,30,2896.0,5.0,1.48,-0.6233102030686883,-1.6526023990674488,-2.022415392752759,-0.6319243489415329,-0.7394513876797886,-1.9026271893834092,0.009900990099009901,0.13131313131313133,0.3,1.9898017712203975e-05,0.022222222222222223,0.10491071428571429
1nNgDKWWX9MU9cp5FrHXRN,Love Crazy - Stash Konig Remix,1,31,False,MisterNez,18,200,soundtrack,2kepsE9qO2QRTLCsF1byjn,Love Crazy (Stash Konig Remix),2025-10-20,1,single,3.26,31,24,200.0,1.0,3.26,-0.7885328421450252,-0.8967663397986202,-2.633262982688471,-0.6319952411090163,-1.0759693608774363,-0.22006137242305,0.0,0.31313131313131315,0.18,1.3741724939367386e-06,0.0,0.23735119047619044
4ljqKsDyZzicNpBIMvDaZ5,One More Time,5,6,False,Fraser Stott,13,119,soundtrack,179fPnGB9pMjUUH2pT02o0,19,2025-10-19,9,album,3.94,6,24,119.0,9.0,3.94,-0.12764228583967765,-1.94653864433866,-2.8877828118283504,-0.6319973710294785,-0.4029334144821406,0.42271658012360436,0.039603960396039604,0.06060606060606061,0.13,8.176326338923595e-07,0.044444444444444446,0.2879464285714286
5hw7dvgBRLvlCiALWwujYz,Nectar - B-Rain Remix,2,29,False,Senhit,27,54636,soundtrack,4Z53gLriAjTmR7DQr1LRY4,Nectar (The Remixes),2025-10-17,3,single,2.95,29,27,54636.0,3.0,2.95,-0.6233102030686883,-0.9807481241618233,-2.175127290236687,-0.6305638293771451,-0.9077103742786125,-0.5130924978487302,0.009900990099009901,0.29292929292929293,0.27,0.0003753964418936383,0.01111111111111111,0.2142857142857143
6OTDBDVaK18xlne9rlGQok,No Glory,1,52,False,Besomorph,58,146944,slap house,1jO43qFvbxg7hdp2LgMmyw,No Glory,2025-10-17,1,single,2.37,52,58,146944.0,1.0,2.37,-0.7885328421450252,-0.014957603984986733,-0.5971043495694315,-0.6281365615002699,-1.0759693608774363,-1.0613442809032294,0.0,0.5252525252525253,0.58,0.0010096320147452006,0.0,0.17113095238095238
1NXbNEAcPvY5G1xvfN57aA,Dracula,3,80,True,Tame Impala,84,9509731,"neo-psychedelic, indie",5WulAOx9ilWy1h8UGZ1gkI,Deadbeat,2025-10-17,12,album,3.42,80,84,9509731.0,12.0,3.42,-0.45808756399235145,1.1607873770998578,0.726398761957944,-0.38193913415785086,-0.15054493458390467,-0.06881950123560181,0.0198019801980198,0.8080808080808082,0.84,0.06534005382468758,0.06111111111111111,0.24925595238095236
6gRNWnK8b8BVfzrF65HGcf,PSYCHWARD (with WesGhost ft. Project Pat),1,51,True,Diplo,77,2812337,moombahton,5oq9z5XNldcl7wTiEamVvo,PSYCHWARD,2025-10-17,4,single,2.88,51,77,2812337.0,4.0,2.88,-0.7885328421450252,-0.05694849616658833,0.3700710011621121,-0.5580492147031578,-0.8235808809792005,-0.579260816493239,0.0,0.5151515151515152,0.77,0.01932318074540283,0.016666666666666666,0.20907738095238093
1e73KA7YWgIS9cLszZJRTu,Where Have You Been,1,38,False,Ken,50,7219,hypertechno,5OPlNhEIlxUifin4l0gPL6,Where Have You Been,2025-10-17,1,single,2.08,38,50,7219.0,1.0,2.08,-0.7885328421450252,-0.602830094527409,-1.0043360761932394,-0.6318106742976046,-1.0759693608774363,-1.3354701724304792,0.0,0.38383838383838387,0.5,4.960075616864658e-05,0.0,0.14955357142857142
44NbFZ0gEZ4U0LMMsHWyb3,Great Tomorrow,1,3,False,Kxng LeÃ³,1,177,soundtrack,0jFDIZgcya0j2cfR17izT9,Great Tomorrow,2025-10-17,1,single,2.21,3,24,177.0,1.0,2.21,-0.7885328421450252,-2.0725113208834647,-3.4986304017640624,-0.6319958459012464,-1.0759693608774363,-1.2125861520906775,0.0,0.030303030303030304,0.01,1.2161426571340137e-06,0.0,0.15922619047619047
05RK4klU7S2Jm50ONIjyM4,Hearts Grow Cold (Saint NoÃ«l) [feat. Olivia Cadenza],1,50,False,Kayote,49,19306,soundtrack,0Kil1i9WrmbacxToZg8qk9,Hearts Grow Cold (Saint NoÃªl) [feat. Olivia Cadenza],2025-10-17,1,single,2.65,50,49,19306.0,1.0,2.65,-0.7885328421450252,-0.09893938834818992,-1.0552400420212154,-0.6314928428330752,-1.0759693608774363,-0.7966710063251955,0.0,0.5050505050505051,0.49,0.00013264887083971338,0.0,0.1919642857142857
0Oriikd4ETp5qmzek6ZUD5,Talk To You (ft. Elton John),1,72,True,Sam Fender,73,1204977,soundtrack,5tmaU5xBUYQYr2VkWhokIb,Talk To You (ft. Elton John),2025-10-17,1,single,5.28,72,73,1204977.0,1.0,5.28,-0.7885328421450252,0.8248602396470451,0.1664551378502082,-0.6003152511742545,-1.0759693608774363,1.689367251318482,0.0,0.7272727272727273,0.73,0.008279231246132047,0.0,0.38764880952380953
5jw5yNpSTxdBAr1AV3N96s,The Way I Am Now,1,25,False,Lila Holler,17,1068,soundtrack,7xpJHorbY32dNwaRlBgXC5,The Way I Am Now,2025-10-17,1,single,3.77,25,24,1068.0,1.0,3.77,-0.7885328421450252,-1.1487116928882297,-2.6841669485164465,-0.6319724167761619,-1.0759693608774363,0.2620220919869409,0.0,0.25252525252525254,0.17,7.338081117622184e-06,0.0,0.27529761904761907
0lRnxwJeUOxwEvWMw4uQKj,Think About Us,1,68,False,Sonny Fodera,66,306842,house,1jmVSpWhzD8vciWg2Qtd5V,Think About Us,2025-10-17,1,single,2.96,68,66,306842.0,1.0,2.96,-0.7885328421450252,0.6568966709206387,-0.18987262294562365,-0.6239319933265842,-1.0759693608774363,-0.503639880899515,0.0,0.686868686868687,0.66,0.002108269181922684,0.0,0.2150297619047619
6q43CVVE0VXEWlDjPdgH0c,Trophy Wife,1,32,True,Annalise Azadian,31,5701,soundtrack,5XWqunjy0GiCQIOLtEyuyr,Trophy Wife,2025-10-17,1,single,2.86,32,31,5701.0,1.0,2.86,-0.7885328421450252,-0.8547754476170186,-1.9715114269247829,-0.6318505905847855,-1.0759693608774363,-0.59816605039167,0.0,0.32323232323232326,0.31,3.9170786939666736e-05,0.0,0.2075892857142857
0vXBmU9Zus9ZtbR4kvZAjH,baby can you sin for me,1,52,False,Ex Habit,59,130408,dark r&b,5eudqcLVRKtOtQdlHQ2yrm,baby can you sin for me,2025-10-16,1,single,2.69,52,59,130408.0,1.0,2.69,-0.7885328421450252,-0.014957603984986733,-0.5462003837414555,-0.6285713808183355,-1.0759693608774363,-0.7588605385283335,0.0,0.5252525252525253,0.59,0.0008960154329465111,0.0,0.19494047619047616
5UDCl2GNB6gT4ataiXTIGH,Wild Side,1,48,False,Poul,53,1161,soundtrack,2U1CbDdkzsZ8noUsraKsoq,Wild Side,2025-10-16,1,single,2.5,48,53,1161.0,1.0,2.5,-0.7885328421450252,-0.1829211727113931,-0.8516241787093114,-0.6319699713119274,-1.0759693608774363,-0.938460260563428,0.0,0.48484848484848486,0.53,7.977071327302768e-06,0.0,0.18080357142857142
0dtNBn7Uww8lHFTs6mittj,Amal,1,38,False,Abeer Nehme,50,247771,"sholawat, khaleeji",18hYLYMgQLsJiAso2Kok7w,Amal,2025-10-15,1,single,3.88,38,50,247771.0,1.0,3.88,-0.7885328421450252,-0.602830094527409,-1.0043360761932394,-0.6254852838404604,-1.0759693608774363,0.3660008784283113,0.0,0.38383838383838387,0.5,0.0017024004649759984,0.0,0.28348214285714285
2OZVskV28xxJjjhQqKTLSg,PIXELATED KISSES,1,88,True,Joji,81,10638942,soundtrack,3FLlai6YTV9IwCU0KolG1w,PIXELATED KISSES,2025-10-14,1,single,1.84,88,81,10638942.0,1.0,1.84,-0.7885328421450252,1.4967145145526706,0.5736868644740161,-0.3522461759471428,-1.0759693608774363,-1.5623329792116512,0.0,0.888888888888889,0.81,0.07309870730494157,0.0,0.13169642857142858
27sGm7McOlhSQ1szOJlpt8,MEGAFAUNA,1,24,True,Stanza,10,218,soundtrack,17Jly2HpndZXgnbRZediYa,MEGAFAUNA,2025-10-14,1,single,2.87,24,24,218.0,1.0,2.87,-0.7885328421450252,-1.1907025850698314,-3.0404947093122785,-0.6319947677933581,-1.0759693608774363,-0.5887134334424543,0.0,0.24242424242424243,0.1,1.497848018391045e-06,0.0,0.20833333333333334
6wi4GsP24EbQK8xrFl9tqI,2nd To Me,1,31,True,Christian Kennedy,14,297,soundtrack,3yNBj3T5eLzUUwNvSDTJGc,2nd To Me,2025-10-13,1,single,3.26,31,24,297.0,1.0,3.26,-0.7885328421450252,-0.8967663397986202,-2.8368788460003747,-0.6319926904635245,-1.0759693608774363,-0.22006137242305,0.0,0.31313131313131315,0.14,2.040646153496057e-06,0.0,0.23735119047619044
7Lo6USa0PiDkwSL3SkohSi,Leavin,1,70,True,Rod Wave,76,9673984,soundtrack,3vz6TtkNMj2rdOIsJsTA3I,Leavin,2025-10-13,1,single,2.81,70,76,9673984.0,1.0,2.81,-0.7885328421450252,0.740878455283842,0.31916703533413615,-0.3776200498901777,-1.0759693608774363,-0.6454291351377474,0.0,0.7070707070707072,0.76,0.06646861359792053,0.0,0.20386904761904762
3Dy4xsff7c0fRaTJpA54yd,Gone Gone Gone,1,79,False,David Guetta,87,27141717,edm,39FHrt5YWp4HY7dHDn8Owz,Gone Gone Gone,2025-10-10,2,single,3.3,79,87,27141717.0,2.0,3.3,-0.7885328421450252,1.1187964849182563,0.8791106594418719,0.08169948029931347,-0.9918398675780244,-0.18225090462618793,0.0,0.797979797979798,0.87,0.1864870046980759,0.005555555555555556,0.24032738095238093
6t62npoUwUGjrwIawdgwA5,Goodbye For Now,1,33,False,Olivia Cox,18,1263,hipdut,5IewtRLurwyZX1ymMd423l,Goodbye For Now,2025-10-10,1,single,3.5,33,24,1263.0,1.0,3.5,-0.7885328421450252,-0.812784555435417,-2.633262982688471,-0.6319672891898639,-1.0759693608774363,0.00680143435812229,0.0,0.33333333333333337,0.18,8.677899299210505e-06,0.0,0.25520833333333337
2uHi2Fc38bs1keR72wTpwd,Here and Now (Where I Wanna Be),1,35,False,Briezman,23,445,big room,1FgfwzQy0rltxdT9ALU34H,Here and Now (Where I Wanna Be),2025-10-10,1,single,3.03,35,24,445.0,1.0,3.03,-0.7885328421450252,-0.7288027710722138,-2.378743153548591,-0.631988798757001,-1.0759693608774363,-0.43747156225500655,0.0,0.3535353535353536,0.23,3.0575337990092435e-06,0.0,0.2202380952380952
3oKtvkoervQjzXyh1OMHHq,Hold My Hand,1,35,False,TAMMO,19,290,soundtrack,22vb50tbm97kkhmvCvnsik,Hold My Hand,2025-10-10,1,single,4.4,35,24,290.0,1.0,4.4,-0.7885328421450252,-0.7288027710722138,-2.5823590168604946,-0.631992874530725,-1.0759693608774363,0.8575369597875179,0.0,0.3535353535353536,0.19,1.992550116208271e-06,0.0,0.32217261904761907
4nds6JYKbzMdpXwuINhSEZ,Part of Me,1,75,True,A Boogie Wit da Hoodie,77,8986062,melodic rap,0UGixmRqK86q9d6T0kAFnv,Part of Me,2025-10-10,1,single,2.78,75,77,8986062.0,1.0,2.78,-0.7885328421450252,0.95083291619185,0.3700710011621121,-0.39570917512738024,-1.0759693608774363,-0.6737869859853941,0.0,0.7575757575757577,0.77,0.06174199614605079,0.0,0.20163690476190474
2n3qIOygTL44mYyPIqlH5q,Run For The Hills,1,37,False,Jason Charles Miller,43,17999,soundtrack,1HH8fxqDDNMlKm2T5C7EuF,Run For The Hills,2025-10-10,1,single,3.12,37,43,17999.0,1.0,3.12,-0.7885328421450252,-0.6448209867090107,-1.3606638369890711,-0.6315272108089286,-1.0759693608774363,-0.35239800971206675,0.0,0.37373737373737376,0.43,0.0001236686535918368,0.0,0.2269345238095238
0n2QFaU59wkNJW0ruoaGeY,So Far,1,28,False,Visibly True,20,114,soundtrack,63iDybCEILGBowdFohSeSP,So Far,2025-10-10,1,single,3.07,28,24,114.0,1.0,3.07,-0.7885328421450252,-1.022739016343425,-2.5314550510325184,-0.6319975025060502,-1.0759693608774363,-0.3996610944581445,0.0,0.2828282828282829,0.2,7.832783215439411e-07,0.0,0.2232142857142857
